sno,Date,Bike_rented,Mean_Temperature_C,Max_Temperature_F,Min_TemperatureF,Max_Humidity,Min_Humidity,Visibility_Miles,Wind_Speed_MPH,Precipitation_In,Events_num,Events,month,year
506,2016-03-02,160,10,54,46,97,55,9,11,0.27,2,Rain,3,2016
507,2016-03-03,152,11,57,48,96,55,10,8,0.03,2,Rain,3,2016
508,2016-03-04,127,8,57,39,97,55,10,2,0.21,2,Rain,3,2016
509,2016-03-05,59,13,63,48,93,54,10,6,0.2,2,Rain,3,2016
510,2016-03-06,42,11,60,45,93,64,9,9,0.39,2,Rain,3,2016
511,2016-03-07,121,8,52,41,100,66,10,8,0.26,2,Rain,3,2016
512,2016-03-08,155,7,53,39,93,52,10,7,0.03,2,Rain,3,2016
513,2016-03-09,117,8,55,43,97,71,9,7,0.97,2,Rain,3,2016
514,2016-03-10,133,8,55,39,100,57,10,13,0.32,2,Rain,3,2016
515,2016-03-11,105,7,55,36,100,59,9,3,0.35,1,"Fog, Rain",3,2016
516,2016-03-12,51,7,51,39,100,63,10,9,0.2,2,Rain,3,2016
517,2016-03-13,26,8,53,41,96,59,9,9,0.52,2,Rain,3,2016
518,2016-03-14,104,6,48,41,89,71,10,11,0.06,5,Rain-Thunderstorm,3,2016
519,2016-03-15,155,7,51,41,86,59,10,8,0,2,Rain,3,2016
520,2016-03-16,153,8,53,42,93,47,10,2,0,2,Rain,3,2016
521,2016-03-17,147,8,57,37,93,33,10,3,0,2,Rain,3,2016
522,2016-03-18,167,11,63,42,53,23,10,8,0,2,Rain,3,2016
523,2016-03-19,77,12,61,48,69,31,10,3,0,2,Rain,3,2016
524,2016-03-20,46,11,55,48,96,66,10,2,0.08,2,Rain,3,2016
525,2016-03-21,113,10,55,46,100,77,10,6,0.28,2,Rain,3,2016
526,2016-03-22,161,10,57,45,93,62,10,7,0.01,2,Rain,3,2016
527,2016-03-23,141,10,53,48,97,74,9,11,0.13,2,Rain,3,2016
528,2016-03-24,165,9,54,45,86,59,10,10,0,2,Rain,3,2016
529,2016-03-25,161,10,57,44,85,42,10,4,0,2,Rain,3,2016
530,2016-03-26,59,10,59,41,93,39,10,2,0.04,2,Rain,3,2016
531,2016-03-27,32,8,51,39,100,71,9,9,0.48,2,Rain,3,2016
532,2016-03-28,131,7,55,37,100,59,10,3,0,2,Rain,3,2016
533,2016-03-29,195,10,64,37,100,38,9,4,0,2,Rain,3,2016
534,2016-03-30,175,12,68,43,93,37,10,2,0,2,Rain,3,2016
535,2016-03-31,204,15,73,46,90,35,10,1,0,6,Sunny,3,2016
536,2016-04-01,227,14,71,46,93,44,10,3,0,6,Sunny,4,2016
537,2016-04-02,73,12,63,48,100,58,10,4,0,2,Rain,4,2016
538,2016-04-03,71,14,69,46,97,42,10,3,0.12,6,Sunny,4,2016
539,2016-04-04,171,12,60,46,92,51,10,12,0.17,2,Rain,4,2016
540,2016-04-05,167,11,57,46,86,64,10,8,0,2,Rain,4,2016
541,2016-04-06,168,13,68,45,90,38,10,4,0,2,Rain,4,2016
542,2016-04-07,182,17,77,51,89,37,10,4,0,6,Sunny,4,2016
543,2016-04-08,202,17,75,52,89,34,10,2,0,6,Sunny,4,2016
544,2016-04-09,99,12,66,46,100,48,10,2,0,2,Rain,4,2016
545,2016-04-10,42,11,59,48,86,57,10,7,0,2,Rain,4,2016
546,2016-04-11,146,12,57,50,80,51,10,6,0,2,Rain,4,2016
547,2016-04-12,131,11,60,46,97,59,9,8,0.44,2,Rain,4,2016
548,2016-04-13,170,11,59,46,97,44,10,6,0,2,Rain,4,2016
549,2016-04-14,164,11,59,45,93,49,10,6,0.2,2,Rain,4,2016
550,2016-04-15,156,12,60,48,90,48,10,6,0,2,Rain,4,2016
551,2016-04-16,65,13,68,43,89,31,10,4,0,2,Rain,4,2016
552,2016-04-17,66,17,77,50,83,33,10,3,0,6,Sunny,4,2016
553,2016-04-18,176,21,89,52,89,27,10,2,0,6,Sunny,4,2016
554,2016-04-19,177,20,81,55,83,31,10,3,0,6,Sunny,4,2016
555,2016-04-20,196,19,81,55,87,37,10,2,0,6,Sunny,4,2016
556,2016-04-21,179,17,73,53,89,34,10,8,0,6,Sunny,4,2016
557,2016-04-22,135,14,64,54,84,63,10,6,0.02,6,Sunny,4,2016
558,2016-04-23,46,14,64,53,86,52,10,9,0.02,6,Sunny,4,2016
559,2016-04-24,29,10,55,48,93,66,9,6,0.27,2,Rain,4,2016
560,2016-04-25,143,11,59,46,100,42,10,2,0.1,2,Rain,4,2016
561,2016-04-26,162,11,60,43,93,44,10,4,0,2,Rain,4,2016
562,2016-04-27,151,13,61,51,80,46,10,2,0,2,Rain,4,2016
563,2016-04-28,166,14,64,53,86,52,10,3,0,6,Sunny,4,2016
564,2016-04-29,154,12,61,50,96,53,10,4,0.04,2,Rain,4,2016
565,2016-04-30,80,13,68,45,97,37,10,3,0,2,Rain,4,2016
566,2016-05-01,79,17,77,51,86,30,10,3,0,6,Sunny,5,2016
567,2016-05-02,199,21,87,54,80,26,10,3,0,6,Sunny,5,2016
568,2016-05-03,213,18,73,57,84,47,10,3,0,6,Sunny,5,2016
569,2016-05-04,199,13,60,54,80,58,10,5,0,2,Rain,5,2016
570,2016-05-05,219,15,68,52,83,52,10,4,0,6,Sunny,5,2016
571,2016-05-06,200,18,77,54,77,24,10,3,0,6,Sunny,5,2016
572,2016-05-07,96,20,82,54,72,26,10,2,0,6,Sunny,5,2016
573,2016-05-08,59,13,63,50,100,46,9,7,0.02,2,Rain,5,2016
574,2016-05-09,208,13,66,48,90,37,10,5,0,2,Rain,5,2016
575,2016-05-10,208,15,75,46,86,23,10,3,0,6,Sunny,5,2016
576,2016-05-11,220,18,81,52,74,25,10,4,0,6,Sunny,5,2016
577,2016-05-12,217,17,77,52,80,29,10,3,0,6,Sunny,5,2016
578,2016-05-13,224,20,82,54,86,30,10,5,0,6,Sunny,5,2016
579,2016-05-14,58,15,64,54,90,58,10,5,0,6,Sunny,5,2016
580,2016-05-15,39,13,57,54,97,86,10,6,0,2,Rain,5,2016
581,2016-05-16,163,13,60,52,100,69,8,3,0,2,Rain,5,2016
582,2016-05-17,215,16,71,53,86,47,10,4,0,6,Sunny,5,2016
583,2016-05-18,201,15,64,54,87,63,10,2,0,6,Sunny,5,2016
584,2016-05-19,163,12,63,48,97,52,9,7,0.22,2,Rain,5,2016
585,2016-05-20,230,14,66,51,96,38,10,6,0,6,Sunny,5,2016
586,2016-05-21,63,13,59,52,90,32,9,3,0.04,2,Rain,5,2016
587,2016-05-22,86,15,66,54,86,52,10,9,0,6,Sunny,5,2016
588,2016-05-23,202,15,64,54,83,52,10,6,0,6,Sunny,5,2016
589,2016-05-24,189,16,66,57,78,56,10,3,0,6,Sunny,5,2016
590,2016-05-25,187,15,66,55,84,61,10,4,0,6,Sunny,5,2016
591,2016-05-26,172,14,64,53,83,53,10,9,0,6,Sunny,5,2016
592,2016-05-27,140,13,64,51,83,38,10,7,0.02,2,Rain,5,2016
593,2016-05-28,48,13,64,50,96,37,10,9,0.03,2,Rain,5,2016
594,2016-05-29,53,14,64,53,93,48,9,7,0,6,Sunny,5,2016
595,2016-05-30,71,15,71,48,86,38,10,4,0,6,Sunny,5,2016
596,2016-05-31,216,18,79,55,80,33,10,2,0,6,Sunny,5,2016
597,2016-06-01,187,18,75,59,90,48,10,4,0,6,Sunny,6,2016
598,2016-06-02,221,17,71,59,90,51,10,10,0,6,Sunny,6,2016
599,2016-06-03,200,20,80,57,87,38,10,3,0,6,Sunny,6,2016
600,2016-06-04,86,22,81,63,67,29,10,5,0,6,Sunny,6,2016
601,2016-06-05,73,25,91,66,65,34,10,2,0,6,Sunny,6,2016
602,2016-06-06,189,23,86,64,65,33,10,3,0,6,Sunny,6,2016
603,2016-06-07,220,22,84,59,75,32,10,4,0,6,Sunny,6,2016
604,2016-06-08,192,16,66,57,75,51,10,7,0,6,Sunny,6,2016
605,2016-06-09,213,15,64,54,90,43,10,7,0.06,6,Sunny,6,2016
606,2016-06-10,208,14,66,52,89,45,10,8,0.01,6,Sunny,6,2016
607,2016-06-11,72,14,64,52,93,54,10,6,0.1,6,Sunny,6,2016
608,2016-06-12,79,16,70,55,74,40,10,4,0,6,Sunny,6,2016
609,2016-06-13,181,15,66,54,86,47,10,7,0,6,Sunny,6,2016
610,2016-06-14,211,12,60,48,86,53,10,10,0.05,2,Rain,6,2016
611,2016-06-15,188,13,66,45,90,36,10,7,0,2,Rain,6,2016
612,2016-06-16,219,16,71,53,80,31,10,7,0,6,Sunny,6,2016
613,2016-06-17,156,15,66,53,90,45,10,3,0.22,6,Sunny,6,2016
614,2016-06-18,56,15,64,55,96,58,10,5,0.16,6,Sunny,6,2016
615,2016-06-19,59,14,70,48,90,40,10,7,0,6,Sunny,6,2016
616,2016-06-20,211,18,75,57,93,32,10,5,0.29,6,Sunny,6,2016
617,2016-06-21,209,17,73,55,96,48,10,9,0.34,6,Sunny,6,2016
618,2016-06-22,206,18,75,57,83,40,10,4,0,6,Sunny,6,2016
619,2016-06-23,145,16,68,55,100,61,8,7,0.34,6,Sunny,6,2016
620,2016-06-24,134,15,69,53,97,61,10,7,0.09,6,Sunny,6,2016
621,2016-06-25,82,17,71,57,87,51,10,6,0,6,Sunny,6,2016
622,2016-06-26,82,19,78,57,83,47,10,4,0,6,Sunny,6,2016
623,2016-06-27,176,22,84,62,75,34,10,4,0,6,Sunny,6,2016
624,2016-06-28,193,18,79,55,93,46,10,6,0,6,Sunny,6,2016
625,2016-06-29,200,18,73,57,93,57,10,5,0,6,Sunny,6,2016
626,2016-06-30,184,18,73,57,87,48,10,5,0,6,Sunny,6,2016
627,2016-07-01,173,18,75,57,87,48,10,3,0,6,Sunny,7,2016
628,2016-07-02,82,20,75,61,84,55,10,4,0,6,Sunny,7,2016
629,2016-07-03,68,17,71,57,87,53,10,5,0,6,Sunny,7,2016
630,2016-07-04,72,16,68,57,82,54,10,7,0,6,Sunny,7,2016
631,2016-07-05,186,17,69,57,84,53,10,5,0,6,Sunny,7,2016
632,2016-07-06,185,18,75,57,84,38,10,3,0,6,Sunny,7,2016
633,2016-07-07,164,17,68,60,96,65,10,6,0.06,6,Sunny,7,2016
634,2016-07-08,189,18,73,60,100,55,9,6,0.14,6,Sunny,7,2016
635,2016-07-09,89,17,71,57,100,53,10,6,0.07,6,Sunny,7,2016
636,2016-07-10,57,18,73,59,90,48,10,3,0,6,Sunny,7,2016
637,2016-07-11,169,17,73,57,84,47,10,7,0,6,Sunny,7,2016
638,2016-07-12,191,20,77,60,80,43,10,3,0,6,Sunny,7,2016
639,2016-07-13,232,20,75,60,78,37,10,4,0,6,Sunny,7,2016
640,2016-07-14,217,18,77,57,78,38,10,5,0,6,Sunny,7,2016
641,2016-07-15,196,18,75,57,84,38,10,3,0,6,Sunny,7,2016
642,2016-07-16,82,18,72,59,75,49,10,6,0,6,Sunny,7,2016
643,2016-07-17,71,21,80,60,80,40,10,2,0,6,Sunny,7,2016
644,2016-07-18,178,19,73,62,78,57,10,4,0,6,Sunny,7,2016
645,2016-07-19,179,21,78,62,75,40,10,5,0,6,Sunny,7,2016
646,2016-07-20,223,22,82,62,72,30,10,3,0,6,Sunny,7,2016
647,2016-07-21,213,21,81,61,78,36,10,4,0,6,Sunny,7,2016
648,2016-07-22,145,18,71,61,90,59,9,7,0.21,6,Sunny,7,2016
649,2016-07-23,65,18,75,60,78,41,10,4,0,6,Sunny,7,2016
650,2016-07-24,87,20,80,57,81,38,10,4,0,6,Sunny,7,2016
651,2016-07-25,191,22,84,62,75,35,10,3,0,6,Sunny,7,2016
652,2016-07-26,214,21,79,60,83,42,10,4,0,6,Sunny,7,2016
653,2016-07-27,212,21,82,60,83,38,10,5,0,6,Sunny,7,2016
654,2016-07-28,209,22,84,62,78,35,10,5,0,6,Sunny,7,2016
655,2016-07-29,192,23,88,64,75,31,10,3,0,6,Sunny,7,2016
656,2016-07-30,76,19,75,59,81,44,10,6,0,6,Sunny,7,2016
657,2016-07-31,77,17,73,57,75,48,10,8,0,6,Sunny,7,2016
658,2016-08-01,190,18,77,55,89,42,10,5,0,6,Sunny,8,2016
659,2016-08-02,188,17,73,57,78,49,10,6,0,6,Sunny,8,2016
660,2016-08-03,211,18,75,60,72,45,10,6,0,6,Sunny,8,2016
661,2016-08-04,238,20,80,59,81,38,10,5,0,6,Sunny,8,2016
662,2016-08-05,180,21,79,61,75,32,10,4,0,6,Sunny,8,2016
663,2016-08-06,46,17,72,55,77,45,10,6,0,6,Sunny,8,2016
664,2016-08-07,60,18,72,60,83,49,10,4,0.03,6,Sunny,8,2016
665,2016-08-08,198,17,73,57,84,44,10,4,0,6,Sunny,8,2016
666,2016-08-09,192,18,72,60,83,53,10,3,0,6,Sunny,8,2016
667,2016-08-10,195,20,75,60,83,48,10,2,0,6,Sunny,8,2016
668,2016-08-11,222,21,80,61,81,47,10,4,0,6,Sunny,8,2016
669,2016-08-12,183,23,87,63,78,36,10,3,0,6,Sunny,8,2016
670,2016-08-13,71,25,90,66,78,28,10,2,0,6,Sunny,8,2016
671,2016-08-14,76,21,82,60,78,25,10,4,0,6,Sunny,8,2016
672,2016-08-15,204,22,84,61,78,37,10,2,0,6,Sunny,8,2016
673,2016-08-16,207,20,81,57,90,35,10,2,0,6,Sunny,8,2016
674,2016-08-17,187,21,79,60,80,40,10,4,0,6,Sunny,8,2016
675,2016-08-18,240,22,86,60,72,45,10,8,0,6,Sunny,8,2016
676,2016-08-19,208,15,95,26,88,23,10,8,0,6,Sunny,8,2016
677,2016-08-20,92,25,91,64,70,26,10,3,0,6,Sunny,8,2016
678,2016-08-21,78,18,73,60,83,48,10,8,0,6,Sunny,8,2016
679,2016-08-22,209,17,72,57,93,40,10,8,0,6,Sunny,8,2016
680,2016-08-23,227,19,79,55,83,39,10,7,0,6,Sunny,8,2016
681,2016-08-24,226,21,82,57,89,39,10,5,0,6,Sunny,8,2016
682,2016-08-25,217,25,93,61,81,22,10,4,0,6,Sunny,8,2016
683,2016-08-26,228,23,88,60,82,22,10,4,0,6,Sunny,8,2016
684,2016-08-27,60,18,72,61,81,46,10,9,0,6,Sunny,8,2016
685,2016-08-28,76,20,75,59,80,44,10,9,0,6,Sunny,8,2016
686,2016-08-29,200,20,81,55,89,39,10,4,0,6,Sunny,8,2016
687,2016-08-30,208,17,70,57,83,53,10,9,0,6,Sunny,8,2016
688,2016-08-31,178,18,71,59,90,63,10,8,0,6,Sunny,8,2016
